Lokasi_Awal,Lokasi_Tujuan,Jarak_km
(18) Stasiun Kuningan 130,(296) Alun-Alun Bandung 235,143.67
(244) Wisata Soreang 161,(78) RS Al Islam,105.21
(168) Alun-Alun Lembang 23,(267) Universitas Lembang 100,74.52
(117) Terminal Subang 57,(112) Alun-Alun Subang 203,96.16
(105) Wisata Cimahi 86,(39) Alun-Alun Soreang 44,17.22
(217) Mall Cirebon 213,(50) Alun-Alun Rancaekek 209,126.76
(250) Universitas Sumedang 223,(234) Stasiun Bandung 9,21.09
(163) Paris Van Java,(230) Mall Soreang 257,93.27
(16) Terminal Indramayu 229,(284) RS Hermina,19.41
(109) Kiara Artha Park,(275) Mall Lembang 22,84.61
(120) Hotel Bandung 73,(68) RS Purwakarta 81,127.21
(76) Alun-Alun Cianjur 168,(289) Terminal Subang 198,91.81
(138) RS Kuningan 38,(280) Alun-Alun Subang 26,17.01
(79) Stasiun Indramayu 140,(120) Hotel Bandung 73,146.82
(164) Terminal Leuwipanjang,(86) Terminal Subang 180,30.85
(221) Terminal Garut 183,(21) Universitas Cimahi 164,62.6
(28) Cihampelas Walk,(37) Universitas Purwakarta 232,102.08
(244) Wisata Soreang 161,(68) RS Purwakarta 81,147.42
(115) Universitas Sumedang 245,(80) Stasiun Kiaracondong,123.67
(46) Universitas Telkom,(19) Terminal Purwakarta 119,35.0
(82) Universitas Kuningan 71,(282) Alun-Alun Cirebon 246,29.32
(279) Alun-Alun Cimahi 254,(117) Terminal Subang 57,5.67
(20) Wisata Soreang 197,(237) Hotel Sumedang 151,118.13
(12) Hotel Purwakarta 101,(221) Terminal Garut 183,86.49
(264) Hotel Cianjur 39,(89) Wisata Kuningan 75,110.31
(170) Universitas Cirebon 217,(188) Dago Dreampark,64.09
(81) Alun-Alun Garut 31,(102) Wisata Bandung 242,108.7
(1) Alun-Alun Cianjur 184,(282) Alun-Alun Cirebon 246,78.24
(292) Wisata Cianjur 187,(11) Alun-Alun Indramayu 66,92.76
(284) RS Hermina,(219) Stasiun Cianjur 230,32.65
(143) Alun-Alun Cianjur 147,(159) Stasiun Subang 157,139.88
(158) Terminal Garut 178,(156) Hotel Lembang 241,124.64
(276) Wisata Soreang 159,(15) Terminal Indramayu 196,86.84
(241) Universitas Lembang 7,(27) Stasiun Soreang 150,101.32
(181) Terminal Purwakarta 67,(195) Teras Cikapundung,19.59
(133) Wisata Lembang 34,(45) RS Cimahi 244,1.41
(23) RS Lembang 132,(136) Terminal Garut 24,4.8
(243) Mall Purwakarta 176,(143) Alun-Alun Cianjur 147,76.66
(253) Stasiun Majalengka 42,(19) Terminal Purwakarta 119,123.47
(290) Curug Dago,(13) Alun-Alun Rancaekek 127,95.77
(289) Terminal Subang 198,(107) Alun-Alun Lembang 46,21.31
(53) Hotel Cianjur 114,(168) Alun-Alun Lembang 23,13.57
(141) Mall Rancaekek 133,(125) Wisata Majalengka 207,55.99
(79) Stasiun Indramayu 140,(52) Dago Pakar,24.87
(31) Stasiun Cianjur 163,(15) Terminal Indramayu 196,103.79
(161) RS Kuningan 243,(108) Alun-Alun Garut 43,83.15
(54) RS Santo Borromeus,(139) Lapangan Tegalega,48.64
(115) Universitas Sumedang 245,(6) Mall Soreang 202,131.54
(82) Universitas Kuningan 71,(268) Stasiun Rancaekek 191,114.57
(291) Terminal Garut 167,(246) Hotel Majalengka 13,149.16
(237) Hotel Sumedang 151,(167) RS Kuningan 158,12.36
(149) Hotel Majalengka 129,(204) Mall Tasikmalaya 124,147.49
(298) Terminal Kuningan 25,(16) Terminal Indramayu 229,61.95
(239) Terminal Kuningan 179,(101) RS Majalengka 123,31.28
(288) Terminal Soreang 105,(156) Hotel Lembang 241,2.61
(172) Universitas Kuningan 122,(147) Terminal Cianjur 259,58.62
(264) Hotel Cianjur 39,(119) Festival Citylink,71.75
(47) Terminal Cianjur 69,(286) Terminal Cirebon 41,57.95
(167) RS Kuningan 158,(105) Wisata Cimahi 86,22.44
(166) Alun-Alun Subang 1,(32) Universitas Lembang 212,46.7
(295) Mall Tasikmalaya 5,(241) Universitas Lembang 7,99.39
(160) Terminal Tasikmalaya 177,(124) Terminal Garut 92,13.59
(289) Terminal Subang 198,(188) Dago Dreampark,141.35
(163) Paris Van Java,(297) Alun-Alun Subang 134,135.16
(127) Bandung Electronic Center,(208) Stasiun Cimahi 172,38.12
(209) Hotel Subang 210,(82) Universitas Kuningan 71,135.24
(240) Mall Bandung 250,(289) Terminal Subang 198,60.8
(110) Hotel Kuningan 145,(245) Mall Bandung 30,138.36
(259) Wisata Purwakarta 219,(43) Stasiun Purwakarta 169,58.89
(74) Universitas Cianjur 51,(254) RS Cimahi 199,112.52
(26) Masjid Raya Bandung,(39) Alun-Alun Soreang 44,83.81
(26) Masjid Raya Bandung,(128) Wisata Majalengka 200,78.06
(216) Wisata Subang 111,(200) Alun-Alun Cianjur 80,119.18
(218) Terminal Indramayu 152,(156) Hotel Lembang 241,122.65
(274) Stasiun Cianjur 216,(221) Terminal Garut 183,142.58
(183) Alun-Alun Garut 175,(6) Mall Soreang 202,28.47
(92) Stasiun Soreang 27,(49) Universitas Indramayu 45,54.87
(189) Mall Purwakarta 49,(212) Alun-Alun Rancaekek 65,64.6
(31) Stasiun Cianjur 163,(82) Universitas Kuningan 71,14.28
(261) Mall Sumedang 55,(203) RS Cimahi 121,9.48
(233) Alun-Alun Majalengka 47,(260) Stasiun Rancaekek 258,111.95
(217) Mall Cirebon 213,(30) Tahura Djuanda,141.45
(139) Lapangan Tegalega,(243) Mall Purwakarta 176,116.76
(256) Wisata Cianjur 165,(76) Alun-Alun Cianjur 168,119.4
(116) Universitas Lembang 166,(137) Gasibu,25.7
(83) Hotel Kuningan 142,(229) RS Soreang 195,116.9
(297) Alun-Alun Subang 134,(110) Hotel Kuningan 145,110.36
(248) Stasiun Bandung 174,(21) Universitas Cimahi 164,14.25
(122) RS Subang 256,(262) Hotel Indramayu 40,113.18
(120) Hotel Bandung 73,(222) Stasiun Kuningan 233,84.92
(128) Wisata Majalengka 200,(14) Alun-Alun Bandung 68,91.95
(64) Wisata Majalengka 182,(133) Wisata Lembang 34,104.32
(212) Alun-Alun Rancaekek 65,(137) Gasibu,85.36
(39) Alun-Alun Soreang 44,(14) Alun-Alun Bandung 68,123.91
(219) Stasiun Cianjur 230,(206) RS Hasan Sadikin,123.64
(148) Museum Asia Afrika,(229) RS Soreang 195,29.84
(202) Terminal Sumedang 61,(159) Stasiun Subang 157,2.37
(38) Alun-Alun Garut 112,(31) Stasiun Cianjur 163,5.74
(221) Terminal Garut 183,(231) Hotel Bandung 154,108.91
(263) Alun-Alun Sumedang 56,(87) RS Purwakarta 136,68.2
(13) Alun-Alun Rancaekek 127,(256) Wisata Cianjur 165,27.89
(126) Mall Tasikmalaya 234,(172) Universitas Kuningan 122,80.07
(87) RS Purwakarta 136,(108) Alun-Alun Garut 43,60.57
(60) Paskal Hyper Square,(135) Wisata Cianjur 58,126.86
(203) RS Cimahi 121,(138) RS Kuningan 38,66.3
(160) Terminal Tasikmalaya 177,(292) Wisata Cianjur 187,136.42
(89) Wisata Kuningan 75,(184) Mall Sumedang 77,78.04
(186) Bandung Trade Centre,(170) Universitas Cirebon 217,18.01
(26) Masjid Raya Bandung,(257) Terminal Sumedang 240,112.06
(54) RS Santo Borromeus,(217) Mall Cirebon 213,68.55
(249) Institut Teknologi Bandung,(70) RS Sumedang 53,131.77
(101) RS Majalengka 123,(221) Terminal Garut 183,139.33
(88) Terminal Tasikmalaya 109,(285) Mall Majalengka 85,141.48
(187) Mall Bandung 98,(121) RS Cirebon 11,134.32
(26) Masjid Raya Bandung,(42) Braga Citywalk,136.56
(46) Universitas Telkom,(10) Hotel Cianjur 21,138.79
(52) Dago Pakar,(289) Terminal Subang 198,95.43
(178) Wisata Garut 173,(175) Universitas Cimahi 10,149.81
(259) Wisata Purwakarta 219,(97) Universitas Bandung 131,74.0
(21) Universitas Cimahi 164,(43) Stasiun Purwakarta 169,139.57
(185) Babakan Siliwangi,(76) Alun-Alun Cianjur 168,106.24
(13) Alun-Alun Rancaekek 127,(38) Alun-Alun Garut 112,114.21
(7) Hotel Cianjur 224,(119) Festival Citylink,78.08
(233) Alun-Alun Majalengka 47,(8) Universitas Kuningan 228,121.77
(106) Kings Shopping Center,(228) Mall Lembang 6,96.4
(127) Bandung Electronic Center,(210) Hotel Tasikmalaya 12,108.19
(127) Bandung Electronic Center,(148) Museum Asia Afrika,38.57
(191) Mall Lembang 125,(56) RS Soreang 16,18.12
(129) Alun-Alun Subang 248,(294) Wisata Soreang 208,128.83
(156) Hotel Lembang 241,(296) Alun-Alun Bandung 235,70.05
(19) Terminal Purwakarta 119,(111) Hotel Cianjur 103,76.0
(35) Wisata Kuningan 141,(40) Universitas Subang 218,110.77
(120) Hotel Bandung 73,(5) Bandung Indah Plaza,86.39
(262) Hotel Indramayu 40,(237) Hotel Sumedang 151,121.38
(165) Hotel Rancaekek 252,(47) Terminal Cianjur 69,68.05
(157) Alun-Alun Cirebon 143,(282) Alun-Alun Cirebon 246,96.92
(64) Wisata Majalengka 182,(213) Terminal Subang 104,15.97
(50) Alun-Alun Rancaekek 209,(6) Mall Soreang 202,20.57
(273) Hotel Indramayu 189,(285) Mall Majalengka 85,128.57
(214) Universitas Purwakarta 128,(79) Stasiun Indramayu 140,36.63
(9) Terminal Rancaekek 18,(238) Alun-Alun Soreang 99,62.12
(205) Terminal Cicaheum,(63) Summarecon Mall Bandung,46.59
(269) Hotel Cirebon 186,(221) Terminal Garut 183,52.09
(217) Mall Cirebon 213,(121) RS Cirebon 11,54.78
(16) Terminal Indramayu 229,(67) Wisata Sumedang 94,134.24
(203) RS Cimahi 121,(179) Universitas Kuningan 206,70.62
(97) Universitas Bandung 131,(248) Stasiun Bandung 174,38.74
(256) Wisata Cianjur 165,(26) Masjid Raya Bandung,33.51
(251) Mall Garut 32,(18) Stasiun Kuningan 130,3.86
(275) Mall Lembang 22,(84) Terminal Lembang 19,136.78
(211) Hotel Lembang 139,(48) Wisata Lembang 162,104.73
(267) Universitas Lembang 100,(105) Wisata Cimahi 86,146.44
(67) Wisata Sumedang 94,(269) Hotel Cirebon 186,51.65
(289) Terminal Subang 198,(161) RS Kuningan 243,4.37
(101) RS Majalengka 123,(288) Terminal Soreang 105,124.53
(107) Alun-Alun Lembang 46,(162) Universitas Purwakarta 96,5.1
(190) Mall Majalengka 93,(237) Hotel Sumedang 151,50.66
(102) Wisata Bandung 242,(167) RS Kuningan 158,111.73
(19) Terminal Purwakarta 119,(275) Mall Lembang 22,135.99
(125) Wisata Majalengka 207,(166) Alun-Alun Subang 1,60.62
(227) RS Sumedang 226,(109) Kiara Artha Park,119.5
(133) Wisata Lembang 34,(237) Hotel Sumedang 151,33.11
(253) Stasiun Majalengka 42,(119) Festival Citylink,148.36
(158) Terminal Garut 178,(117) Terminal Subang 57,107.88
(164) Terminal Leuwipanjang,(299) RS Majalengka 20,10.39
(260) Stasiun Rancaekek 258,(0) Mall Kuningan 76,6.69
(111) Hotel Cianjur 103,(255) Hotel Rancaekek 204,28.33
(230) Mall Soreang 257,(294) Wisata Soreang 208,15.08
(273) Hotel Indramayu 189,(193) Wisata Bandung 28,3.01
(7) Hotel Cianjur 224,(266) RS Lembang 97,31.24
(269) Hotel Cirebon 186,(32) Universitas Lembang 212,55.75
(242) Mall Garut 78,(88) Terminal Tasikmalaya 109,38.79
(186) Bandung Trade Centre,(43) Stasiun Purwakarta 169,82.83
(275) Mall Lembang 22,(134) Mall Subang 221,71.87
(163) Paris Van Java,(6) Mall Soreang 202,93.78
(72) Stasiun Bandung,(233) Alun-Alun Majalengka 47,45.12
(292) Wisata Cianjur 187,(151) Wisata Cianjur 211,98.32
(149) Hotel Majalengka 129,(180) RS Purwakarta 225,122.1
(180) RS Purwakarta 225,(95) Wisata Rancaekek 2,68.06
(271) Stasiun Rancaekek 82,(106) Kings Shopping Center,19.54
(129) Alun-Alun Subang 248,(228) Mall Lembang 6,12.34
(155) Mall Majalengka 227,(55) Terminal Cirebon 60,57.66
(107) Alun-Alun Lembang 46,(274) Stasiun Cianjur 216,1.1
(150) Terminal Garut 120,(163) Paris Van Java,127.18
(71) Wisata Lembang 231,(51) Alun-Alun Subang 54,71.98
(213) Terminal Subang 104,(97) Universitas Bandung 131,93.85
(268) Stasiun Rancaekek 191,(22) Alun-Alun Garut 185,77.39
(160) Terminal Tasikmalaya 177,(207) Terminal Tasikmalaya 88,75.84
(299) RS Majalengka 20,(219) Stasiun Cianjur 230,41.27
(131) Mall Kuningan 113,(190) Mall Majalengka 93,39.53
(239) Terminal Kuningan 179,(45) RS Cimahi 244,137.82
(3) Alun-Alun Sumedang 17,(160) Terminal Tasikmalaya 177,7.88
(79) Stasiun Indramayu 140,(93) Stasiun Bandung 72,107.16
(8) Universitas Kuningan 228,(165) Hotel Rancaekek 252,146.57
(92) Stasiun Soreang 27,(258) Wisata Lembang 135,7.96
(201) Mall Sumedang 79,(241) Universitas Lembang 7,111.89
(212) Alun-Alun Rancaekek 65,(3) Alun-Alun Sumedang 17,148.39
(116) Universitas Lembang 166,(251) Mall Garut 32,110.89
(74) Universitas Cianjur 51,(190) Mall Majalengka 93,147.2
(154) Museum Geologi,(75) GBLA Stadium,76.42
(93) Stasiun Bandung 72,(297) Alun-Alun Subang 134,122.59
(133) Wisata Lembang 34,(49) Universitas Indramayu 45,13.75
(43) Stasiun Purwakarta 169,(105) Wisata Cimahi 86,47.92
(52) Dago Pakar,(265) Mall Kuningan 110,116.24
(108) Alun-Alun Garut 43,(181) Terminal Purwakarta 67,123.4
(127) Bandung Electronic Center,(10) Hotel Cianjur 21,79.96
(0) Mall Kuningan 76,(128) Wisata Majalengka 200,97.48
(119) Festival Citylink,(287) Stasiun Garut 238,31.87
(50) Alun-Alun Rancaekek 209,(220) RS Rancaekek 126,138.29
(196) Hotel Cirebon 190,(63) Summarecon Mall Bandung,138.01
(62) Universitas Majalengka 59,(235) Alun-Alun Cimahi 106,72.18
(180) RS Purwakarta 225,(55) Terminal Cirebon 60,126.68
(77) Hotel Garut 247,(199) Alun-Alun Sumedang 15,112.02
(149) Hotel Majalengka 129,(198) Mall Cianjur 116,83.01
(155) Mall Majalengka 227,(287) Stasiun Garut 238,110.81
(146) Mall Purwakarta 214,(14) Alun-Alun Bandung 68,81.79
(298) Terminal Kuningan 25,(269) Hotel Cirebon 186,15.36
(130) Alun-Alun Bandung,(180) RS Purwakarta 225,90.87
(145) Universitas Purwakarta 107,(44) Mall Bandung 153,81.87
(134) Mall Subang 221,(114) Mall Subang 253,3.24
(154) Museum Geologi,(238) Alun-Alun Soreang 99,115.53
(36) Mall Rancaekek 148,(202) Terminal Sumedang 61,45.33
(261) Mall Sumedang 55,(62) Universitas Majalengka 59,116.47
(190) Mall Majalengka 93,(178) Wisata Garut 173,54.13
(241) Universitas Lembang 7,(5) Bandung Indah Plaza,61.01
(176) Mall Cirebon 95,(62) Universitas Majalengka 59,72.46
(241) Universitas Lembang 7,(57) Stasiun Cimahi 239,71.86
(279) Alun-Alun Cimahi 254,(35) Wisata Kuningan 141,22.6
(136) Terminal Garut 24,(155) Mall Majalengka 227,134.34
(82) Universitas Kuningan 71,(177) Terminal Lembang 137,37.14
(59) Terminal Bandung 146,(113) Terminal Cianjur 108,22.54
(96) Universitas Lembang 70,(50) Alun-Alun Rancaekek 209,141.46
(247) Wisata Subang 171,(82) Universitas Kuningan 71,146.12
(35) Wisata Kuningan 141,(271) Stasiun Rancaekek 82,75.98
(249) Institut Teknologi Bandung,(246) Hotel Majalengka 13,86.79
(192) Metro Indah Mall,(0) Mall Kuningan 76,41.2
(29) Mall Cimahi 156,(180) RS Purwakarta 225,11.63
(189) Mall Purwakarta 49,(191) Mall Lembang 125,65.09
(241) Universitas Lembang 7,(102) Wisata Bandung 242,36.66
(250) Universitas Sumedang 223,(17) Hotel Subang 8,1.5
(175) Universitas Cimahi 10,(123) Wisata Garut 63,13.65
(143) Alun-Alun Cianjur 147,(140) Terminal Cianjur 50,66.12
(1) Alun-Alun Cianjur 184,(104) Stasiun Garut 3,123.76
(2) Stasiun Tasikmalaya 83,(245) Mall Bandung 30,37.25
(275) Mall Lembang 22,(268) Stasiun Rancaekek 191,7.79
(212) Alun-Alun Rancaekek 65,(123) Wisata Garut 63,63.69
(100) Terminal Majalengka 205,(99) Wisata Bandung 188,60.56
(100) Terminal Majalengka 205,(7) Hotel Cianjur 224,47.43
(33) Hotel Kuningan 215,(23) RS Lembang 132,49.43
(10) Hotel Cianjur 21,(64) Wisata Majalengka 182,62.18
(169) Hotel Cianjur 89,(4) RS Cianjur 192,92.88
(131) Mall Kuningan 113,(172) Universitas Kuningan 122,71.54
(181) Terminal Purwakarta 67,(0) Mall Kuningan 76,4.34
(150) Terminal Garut 120,(137) Gasibu,89.63
(261) Mall Sumedang 55,(235) Alun-Alun Cimahi 106,75.37
(43) Stasiun Purwakarta 169,(48) Wisata Lembang 162,72.94
(51) Alun-Alun Subang 54,(275) Mall Lembang 22,16.38
(171) Gedung Sate,(60) Paskal Hyper Square,72.36
(291) Terminal Garut 167,(93) Stasiun Bandung 72,34.63
(292) Wisata Cianjur 187,(53) Hotel Cianjur 114,16.7
(157) Alun-Alun Cirebon 143,(266) RS Lembang 97,93.19
(10) Hotel Cianjur 21,(6) Mall Soreang 202,15.44
(2) Stasiun Tasikmalaya 83,(145) Universitas Purwakarta 107,55.03
(12) Hotel Purwakarta 101,(85) Terminal Garut 102,54.01
(148) Museum Asia Afrika,(27) Stasiun Soreang 150,118.17
(42) Braga Citywalk,(137) Gasibu,30.16
(22) Alun-Alun Garut 185,(235) Alun-Alun Cimahi 106,42.28
(202) Terminal Sumedang 61,(7) Hotel Cianjur 224,131.08
(103) Mall Lembang 62,(111) Hotel Cianjur 103,66.29
(49) Universitas Indramayu 45,(52) Dago Pakar,147.02
(297) Alun-Alun Subang 134,(22) Alun-Alun Garut 185,128.57
(254) RS Cimahi 199,(58) Alun-Alun Kuningan 91,54.8
(2) Stasiun Tasikmalaya 83,(105) Wisata Cimahi 86,79.61
(39) Alun-Alun Soreang 44,(76) Alun-Alun Cianjur 168,35.11
(255) Hotel Rancaekek 204,(161) RS Kuningan 243,47.66
(25) Kebun Binatang Bandung,(16) Terminal Indramayu 229,74.25
(181) Terminal Purwakarta 67,(247) Wisata Subang 171,45.3
(171) Gedung Sate,(22) Alun-Alun Garut 185,47.08
(286) Terminal Cirebon 41,(248) Stasiun Bandung 174,129.31
(129) Alun-Alun Subang 248,(58) Alun-Alun Kuningan 91,134.99
(67) Wisata Sumedang 94,(180) RS Purwakarta 225,28.68
(109) Kiara Artha Park,(60) Paskal Hyper Square,41.77
(230) Mall Soreang 257,(286) Terminal Cirebon 41,40.36
(57) Stasiun Cimahi 239,(52) Dago Pakar,148.26
(105) Wisata Cimahi 86,(46) Universitas Telkom,121.44
(46) Universitas Telkom,(166) Alun-Alun Subang 1,144.34
(66) RS Garut 64,(96) Universitas Lembang 70,112.38
(167) RS Kuningan 158,(216) Wisata Subang 111,2.55
(79) Stasiun Indramayu 140,(103) Mall Lembang 62,12.32
(221) Terminal Garut 183,(191) Mall Lembang 125,102.7
(81) Alun-Alun Garut 31,(0) Mall Kuningan 76,30.04
(101) RS Majalengka 123,(35) Wisata Kuningan 141,42.11
(141) Mall Rancaekek 133,(5) Bandung Indah Plaza,40.36
(213) Terminal Subang 104,(271) Stasiun Rancaekek 82,31.84
(261) Mall Sumedang 55,(18) Stasiun Kuningan 130,145.02
(61) Terminal Cirebon 160,(150) Terminal Garut 120,132.93
(229) RS Soreang 195,(34) Hotel Subang 84,18.97
(223) Mall Lembang 236,(143) Alun-Alun Cianjur 147,75.27
(81) Alun-Alun Garut 31,(32) Universitas Lembang 212,76.39
(184) Mall Sumedang 77,(199) Alun-Alun Sumedang 15,67.98
(167) RS Kuningan 158,(52) Dago Pakar,48.36
(32) Universitas Lembang 212,(9) Terminal Rancaekek 18,91.9
(101) RS Majalengka 123,(284) RS Hermina,105.29
(207) Terminal Tasikmalaya 88,(119) Festival Citylink,119.86
(107) Alun-Alun Lembang 46,(94) Wisata Soreang 35,97.57
(232) Terminal Tasikmalaya 155,(221) Terminal Garut 183,73.93
(120) Hotel Bandung 73,(136) Terminal Garut 24,46.12
(203) RS Cimahi 121,(110) Hotel Kuningan 145,121.43
(176) Mall Cirebon 95,(9) Terminal Rancaekek 18,76.91
(77) Hotel Garut 247,(274) Stasiun Cianjur 216,43.06
(74) Universitas Cianjur 51,(192) Metro Indah Mall,146.01
(11) Alun-Alun Indramayu 66,(180) RS Purwakarta 225,65.52
(94) Wisata Soreang 35,(289) Terminal Subang 198,119.91
(87) RS Purwakarta 136,(89) Wisata Kuningan 75,115.02
(72) Stasiun Bandung,(78) RS Al Islam,51.46
(273) Hotel Indramayu 189,(35) Wisata Kuningan 141,136.1
(151) Wisata Cianjur 211,(240) Mall Bandung 250,143.27
(143) Alun-Alun Cianjur 147,(206) RS Hasan Sadikin,56.41
(138) RS Kuningan 38,(178) Wisata Garut 173,126.26
(242) Mall Garut 78,(210) Hotel Tasikmalaya 12,83.46
(84) Terminal Lembang 19,(267) Universitas Lembang 100,118.8
(40) Universitas Subang 218,(142) Hotel Sumedang 138,11.88
(73) Wisata Subang 90,(26) Masjid Raya Bandung,50.47
(184) Mall Sumedang 77,(209) Hotel Subang 210,55.88
(124) Terminal Garut 92,(221) Terminal Garut 183,118.76
(195) Teras Cikapundung,(255) Hotel Rancaekek 204,77.71
(53) Hotel Cianjur 114,(102) Wisata Bandung 242,122.14
(175) Universitas Cimahi 10,(59) Terminal Bandung 146,87.32
(194) Mall Rancaekek 37,(130) Alun-Alun Bandung,55.93
(241) Universitas Lembang 7,(24) Alun-Alun Kuningan 181,102.25
(252) Alun-Alun Cirebon 87,(130) Alun-Alun Bandung,72.68
(253) Stasiun Majalengka 42,(179) Universitas Kuningan 206,50.26
(224) Wisata Cianjur 251,(229) RS Soreang 195,147.34
(208) Stasiun Cimahi 172,(117) Terminal Subang 57,113.01
(8) Universitas Kuningan 228,(165) Hotel Rancaekek 252,102.01
(196) Hotel Cirebon 190,(139) Lapangan Tegalega,129.04
(288) Terminal Soreang 105,(44) Mall Bandung 153,69.14
(248) Stasiun Bandung 174,(273) Hotel Indramayu 189,43.25
(277) Trans Studio Bandung,(16) Terminal Indramayu 229,3.1
(291) Terminal Garut 167,(150) Terminal Garut 120,111.04
(149) Hotel Majalengka 129,(73) Wisata Subang 90,111.86
(231) Hotel Bandung 154,(13) Alun-Alun Rancaekek 127,57.84
(107) Alun-Alun Lembang 46,(108) Alun-Alun Garut 43,80.64
(38) Alun-Alun Garut 112,(218) Terminal Indramayu 152,69.24
(168) Alun-Alun Lembang 23,(89) Wisata Kuningan 75,125.01
(80) Stasiun Kiaracondong,(241) Universitas Lembang 7,102.03
(61) Terminal Cirebon 160,(292) Wisata Cianjur 187,107.7
(292) Wisata Cianjur 187,(24) Alun-Alun Kuningan 181,84.13
(72) Stasiun Bandung,(252) Alun-Alun Cirebon 87,129.17
(139) Lapangan Tegalega,(152) Wisata Bandung 117,81.57
(25) Kebun Binatang Bandung,(15) Terminal Indramayu 196,118.76
(208) Stasiun Cimahi 172,(0) Mall Kuningan 76,19.45
(215) Alun-Alun Majalengka 4,(21) Universitas Cimahi 164,53.87
(190) Mall Majalengka 93,(93) Stasiun Bandung 72,77.02
(265) Mall Kuningan 110,(272) Universitas Cirebon 201,71.93
(77) Hotel Garut 247,(209) Hotel Subang 210,75.09
(107) Alun-Alun Lembang 46,(206) RS Hasan Sadikin,46.35
(274) Stasiun Cianjur 216,(163) Paris Van Java,34.46
(207) Terminal Tasikmalaya 88,(29) Mall Cimahi 156,40.37
(151) Wisata Cianjur 211,(181) Terminal Purwakarta 67,34.28
(86) Terminal Subang 180,(192) Metro Indah Mall,25.14
(261) Mall Sumedang 55,(54) RS Santo Borromeus,73.78
(250) Universitas Sumedang 223,(59) Terminal Bandung 146,113.75
(10) Hotel Cianjur 21,(226) Universitas Padjadjaran,137.09
(26) Masjid Raya Bandung,(182) Mall Kuningan 29,75.05
