Lokasi_Awal,Lokasi_Tujuan,Jarak_km
(397) Terminal Indramayu 249,(437) Universitas Cimahi 12,136.83
(344) Stasiun Kuningan 10,(308) Mall Indramayu 164,79.68
(49) Hotel Kuningan 105,(245) Wisata Tasikmalaya 282,19.65
(169) Terminal Cianjur 171,(79) Stasiun Purwakarta 220,59.71
(234) Trans Studio Bandung,(41) RS Tasikmalaya 218,48.68
(92) Alun-Alun Soreang 456,(421) Universitas Majalengka 99,88.54
(351) Wisata Lembang 261,(283) Mall Cimahi 300,29.52
(273) Hotel Cianjur 97,(303) RS Cirebon 231,122.79
(133) Terminal Cianjur 391,(315) Hotel Rancaekek 273,134.22
(99) Alun-Alun Garut 328,(453) Alun-Alun Indramayu 135,127.49
(19) RS Subang 28,(32) RS Majalengka 269,41.58
(42) Mall Cianjur 389,(287) Alun-Alun Kuningan 83,74.67
(198) Terminal Indramayu 93,(458) Stasiun Sumedang 188,122.32
(299) Stasiun Rancaekek 98,(34) Hotel Lembang 7,73.14
(291) Alun-Alun Tasikmalaya 37,(208) Wisata Garut 281,6.83
(354) Terminal Cicaheum,(90) Terminal Purwakarta 79,113.45
(392) Stasiun Cianjur 425,(309) Mall Kuningan 309,45.26
(85) Alun-Alun Subang 201,(315) Hotel Rancaekek 273,52.44
(124) Hotel Bandung 166,(325) Wisata Cirebon 351,52.33
(219) Stasiun Tasikmalaya 118,(364) Alun-Alun Cianjur 301,128.46
(76) Paris Van Java,(456) Mall Cirebon 320,145.57
(99) Alun-Alun Garut 328,(222) Stasiun Purwakarta 40,115.15
(438) Terminal Purwakarta 308,(245) Wisata Tasikmalaya 282,145.74
(346) Wisata Lembang 74,(205) Alun-Alun Garut 413,111.2
(320) Terminal Bandung 175,(160) Universitas Cimahi 110,122.68
(254) Wisata Cirebon 394,(183) Alun-Alun Bandung 127,34.46
(150) Stasiun Cianjur 303,(26) Paskal Hyper Square,20.28
(176) Festival Citylink,(398) Wisata Tasikmalaya 137,47.88
(373) Wisata Lembang 255,(411) Hotel Purwakarta 451,48.77
(143) RS Indramayu 288,(27) Stasiun Majalengka 355,10.25
(444) Bandung Electronic Center,(350) Mall Soreang 161,19.48
(317) RS Kuningan 221,(270) RS Indramayu 43,40.44
(458) Stasiun Sumedang 188,(36) Wisata Bandung 404,42.37
(438) Terminal Purwakarta 308,(206) Terminal Lembang 129,37.97
(96) RS Bandung 407,(74) Terminal Soreang 27,112.92
(197) Wisata Purwakarta 443,(432) Stasiun Lembang 424,46.73
(275) Wisata Sumedang 82,(59) Hotel Sumedang 186,34.96
(422) Mall Soreang 153,(81) Terminal Cirebon 182,43.81
(416) Hotel Purwakarta 257,(220) RS Santosa Bandung,124.45
(382) Terminal Garut 296,(87) Babakan Siliwangi,11.57
(19) RS Subang 28,(82) Terminal Lembang 278,74.09
(228) Alun-Alun Cimahi 401,(278) Universitas Cianjur 435,141.75
(123) Mall Bandung 202,(118) Universitas Soreang 356,11.14
(395) Stasiun Indramayu 439,(100) Hotel Subang 396,124.44
(61) Hotel Majalengka 239,(483) Hotel Majalengka 388,69.05
(378) Hotel Bandung 444,(302) Universitas Cimahi 147,132.19
(325) Wisata Cirebon 351,(313) Hotel Kuningan 59,15.39
(385) Wisata Lembang 114,(444) Bandung Electronic Center,106.55
(173) Hotel Bandung 89,(142) Universitas Rancaekek 56,27.33
(137) RS Bandung 268,(135) Mall Cianjur 318,24.04
(74) Terminal Soreang 27,(252) Cihampelas Walk,99.71
(135) Mall Cianjur 318,(297) Wisata Soreang 340,11.97
(257) Braga Citywalk,(496) Terminal Garut 334,130.39
(418) RS Rancaekek 411,(376) Universitas Soreang 360,74.59
(2) Stasiun Soreang 102,(98) Terminal Sumedang 18,103.3
(276) Alun-Alun Garut 126,(106) Wisata Sumedang 73,22.53
(44) Mall Subang 398,(296) Hotel Lembang 364,94.81
(219) Stasiun Tasikmalaya 118,(307) Hotel Kuningan 371,14.95
(120) Terminal Bandung 368,(72) Hotel Bandung 152,42.06
(172) Mall Majalengka 9,(293) Wisata Tasikmalaya 215,124.02
(260) Hotel Sumedang 403,(117) Hotel Kuningan 285,101.0
(300) Mall Rancaekek 246,(430) RS Garut 363,46.35
(125) RS Rancaekek 310,(27) Stasiun Majalengka 355,46.9
(259) Stasiun Majalengka 245,(477) Terminal Majalengka 15,117.65
(163) Hotel Cianjur 338,(255) Wisata Cianjur 420,73.98
(178) Wisata Purwakarta 397,(461) Terminal Indramayu 35,124.5
(66) Gasibu,(265) RS Garut 436,38.19
(450) Terminal Soreang 219,(123) Mall Bandung 202,10.91
(129) Alun-Alun Garut 26,(16) RS Tasikmalaya 217,86.52
(478) RS Lembang 256,(7) RS Kuningan 109,126.27
(172) Mall Majalengka 9,(498) RS Bandung 172,127.82
(23) Universitas Purwakarta 437,(73) Hotel Majalengka 427,21.08
(152) Stasiun Bandung,(162) Terminal Cimahi 197,96.2
(477) Terminal Majalengka 15,(123) Mall Bandung 202,118.49
(299) Stasiun Rancaekek 98,(430) RS Garut 363,113.6
(398) Wisata Tasikmalaya 137,(87) Babakan Siliwangi,68.23
(59) Hotel Sumedang 186,(41) RS Tasikmalaya 218,140.81
(276) Alun-Alun Garut 126,(332) Universitas Kuningan 122,15.35
(192) Wisata Cirebon 2,(32) RS Majalengka 269,57.71
(166) Wisata Soreang 415,(498) RS Bandung 172,90.77
(305) Alun-Alun Garut 88,(496) Terminal Garut 334,56.33
(161) Stasiun Cianjur 63,(150) Stasiun Cianjur 303,25.8
(492) Mall Lembang 290,(428) RS Purwakarta 70,24.77
(364) Alun-Alun Cianjur 301,(363) Universitas Cirebon 332,5.75
(488) Alun-Alun Lembang 400,(235) Wisata Lembang 264,44.6
(95) Wisata Rancaekek 213,(303) RS Cirebon 231,14.11
(225) Hotel Kuningan 144,(240) Wisata Cianjur 8,13.02
(439) RS Bandung 212,(144) Tahura Djuanda,98.59
(396) RS Lembang 132,(439) RS Bandung 212,63.67
(499) RS Majalengka 107,(229) Mall Cimahi 47,67.2
(173) Hotel Bandung 89,(457) Hotel Kuningan 183,71.62
(330) Mall Cirebon 459,(144) Tahura Djuanda,58.17
(364) Alun-Alun Cianjur 301,(430) RS Garut 363,28.03
(29) Hotel Garut 16,(373) Wisata Lembang 255,106.5
(118) Universitas Soreang 356,(245) Wisata Tasikmalaya 282,137.94
(362) Universitas Padjadjaran,(389) Alun-Alun Rancaekek 131,149.82
(193) Stasiun Tasikmalaya 376,(59) Hotel Sumedang 186,12.05
(452) RS Tasikmalaya 433,(256) Terminal Purwakarta 203,129.96
(475) RS Cianjur 77,(226) Alun-Alun Majalengka 61,99.85
(131) Stasiun Soreang 200,(173) Hotel Bandung 89,85.08
(316) Terminal Cimahi 230,(31) Mall Indramayu 422,109.65
(492) Mall Lembang 290,(236) Terminal Lembang 173,23.75
(408) RS Indramayu 194,(311) Hotel Cianjur 36,143.39
(64) Alun-Alun Indramayu 72,(26) Paskal Hyper Square,88.34
(493) Alun-Alun Indramayu 386,(124) Hotel Bandung 166,64.6
(394) Universitas Majalengka 150,(178) Wisata Purwakarta 397,18.98
(144) Tahura Djuanda,(409) Dago Pakar,139.98
(217) Universitas Tasikmalaya 211,(211) Hotel Rancaekek 55,149.88
(44) Mall Subang 398,(356) RS Rancaekek 416,27.24
(317) RS Kuningan 221,(422) Mall Soreang 153,142.37
(293) Wisata Tasikmalaya 215,(199) Universitas Kuningan 1,95.42
(222) Stasiun Purwakarta 40,(104) Universitas Lembang 294,17.2
(117) Hotel Kuningan 285,(369) Wisata Cirebon 140,57.73
(23) Universitas Purwakarta 437,(238) Wisata Majalengka 138,135.22
(385) Wisata Lembang 114,(325) Wisata Cirebon 351,118.74
(31) Mall Indramayu 422,(237) Alun-Alun Sumedang 123,66.41
(54) RS Cirebon 46,(448) Universitas Cirebon 25,110.02
(262) Universitas Sumedang 369,(84) Mall Subang 187,61.98
(87) Babakan Siliwangi,(383) Hotel Majalengka 383,14.89
(409) Dago Pakar,(252) Cihampelas Walk,23.19
(270) RS Indramayu 43,(180) Universitas Cimahi 103,37.18
(498) RS Bandung 172,(299) Stasiun Rancaekek 98,60.19
(88) Hotel Cimahi 13,(314) Alun-Alun Cianjur 31,137.48
(391) Hotel Cimahi 374,(411) Hotel Purwakarta 451,92.63
(73) Hotel Majalengka 427,(56) Terminal Soreang 284,81.87
(409) Dago Pakar,(256) Terminal Purwakarta 203,113.03
(97) Stasiun Majalengka 174,(56) Terminal Soreang 284,35.15
(213) Universitas Garut 145,(444) Bandung Electronic Center,23.64
(292) Hotel Indramayu 251,(150) Stasiun Cianjur 303,39.1
(144) Tahura Djuanda,(156) Mall Lembang 39,143.19
(40) Terminal Rancaekek 32,(455) Wisata Sumedang 361,15.89
(215) Universitas Purwakarta 279,(151) Wisata Soreang 447,37.68
(133) Terminal Cianjur 391,(36) Wisata Bandung 404,131.07
(452) RS Tasikmalaya 433,(356) RS Rancaekek 416,146.16
(189) Alun-Alun Lembang 357,(469) RS Tasikmalaya 62,137.97
(120) Terminal Bandung 368,(329) Hotel Subang 440,76.73
(116) Hotel Subang 238,(272) Wisata Garut 170,64.37
(168) Mall Subang 316,(273) Hotel Cianjur 97,51.04
(380) Hotel Purwakarta 317,(174) Wisata Majalengka 302,53.5
(110) RS Kuningan 14,(493) Alun-Alun Indramayu 386,147.78
(124) Hotel Bandung 166,(371) Alun-Alun Lembang 295,142.16
(321) Museum Geologi,(304) Kiara Artha Park,59.09
(192) Wisata Cirebon 2,(86) Wisata Tasikmalaya 148,145.24
(120) Terminal Bandung 368,(342) Terminal Kuningan 412,106.11
(466) RS Lembang 94,(259) Stasiun Majalengka 245,71.11
(289) RS Al Islam,(14) Masjid Raya Bandung,130.52
(399) RS Purwakarta 75,(137) RS Bandung 268,16.18
(99) Alun-Alun Garut 328,(51) Mall Soreang 130,120.98
(124) Hotel Bandung 166,(375) Mall Purwakarta 331,58.8
(244) Mall Bandung 353,(42) Mall Cianjur 389,50.0
(80) Mall Tasikmalaya 67,(357) Alun-Alun Sumedang 42,66.67
(292) Hotel Indramayu 251,(148) Terminal Majalengka 272,148.94
(12) Hotel Cimahi 392,(333) Wisata Purwakarta 229,100.83
(336) Wisata Lembang 78,(102) RS Bandung 377,23.68
(84) Mall Subang 187,(25) Hotel Subang 250,13.19
(384) Alun-Alun Purwakarta 84,(327) Stasiun Cianjur 382,96.11
(246) Mall Cimahi 17,(320) Terminal Bandung 175,101.8
(103) Wisata Rancaekek 120,(98) Terminal Sumedang 18,1.55
(463) Wisata Purwakarta 52,(22) RS Santo Borromeus,126.9
(224) Mall Tasikmalaya 38,(85) Alun-Alun Subang 201,44.17
(53) Hotel Cimahi 154,(296) Hotel Lembang 364,42.27
(45) Universitas Kuningan 313,(306) Hotel Tasikmalaya 178,132.09
(44) Mall Subang 398,(48) Mall Soreang 299,51.94
(493) Alun-Alun Indramayu 386,(380) Hotel Purwakarta 317,71.61
(211) Hotel Rancaekek 55,(108) Saung Angklung Udjo,121.0
(96) RS Bandung 407,(360) Terminal Tasikmalaya 449,20.69
(446) Lapangan Tegalega,(29) Hotel Garut 16,146.78
(272) Wisata Garut 170,(295) Mall Indramayu 445,71.92
(320) Terminal Bandung 175,(279) Terminal Garut 209,97.34
(15) Alun-Alun Garut 101,(450) Terminal Soreang 219,129.37
(283) Mall Cimahi 300,(55) RS Soreang 111,17.62
(42) Mall Cianjur 389,(125) RS Rancaekek 310,115.04
(417) Alun-Alun Subang 375,(432) Stasiun Lembang 424,109.68
(478) RS Lembang 256,(416) Hotel Purwakarta 257,99.83
(433) RS Cimahi 50,(339) Universitas Majalengka 149,6.68
(337) Hotel Cirebon 158,(325) Wisata Cirebon 351,113.57
(51) Mall Soreang 130,(137) RS Bandung 268,65.79
(422) Mall Soreang 153,(25) Hotel Subang 250,10.62
(95) Wisata Rancaekek 213,(201) Universitas Purwakarta 406,8.87
(494) RS Hermina,(490) Universitas Tasikmalaya 71,132.44
(412) RS Majalengka 227,(309) Mall Kuningan 309,79.85
(125) RS Rancaekek 310,(129) Alun-Alun Garut 26,136.25
(227) Mall Purwakarta 204,(8) Alun-Alun Soreang 115,133.41
(143) RS Indramayu 288,(14) Masjid Raya Bandung,14.5
(157) Universitas Soreang 410,(403) RS Garut 91,24.74
(39) Terminal Rancaekek 298,(384) Alun-Alun Purwakarta 84,84.31
(334) Wisata Cianjur 274,(283) Mall Cimahi 300,14.2
(314) Alun-Alun Cianjur 31,(58) Mall Purwakarta 419,109.3
(8) Alun-Alun Soreang 115,(237) Alun-Alun Sumedang 123,72.98
(262) Universitas Sumedang 369,(195) Wisata Sumedang 323,118.94
(25) Hotel Subang 250,(173) Hotel Bandung 89,123.02
(13) Kebun Binatang Bandung,(478) RS Lembang 256,134.04
(48) Mall Soreang 299,(181) Alun-Alun Cimahi 206,104.54
(190) Universitas Cimahi 169,(392) Stasiun Cianjur 425,148.39
(20) Mall Purwakarta 198,(316) Terminal Cimahi 230,120.18
(194) Alun-Alun Cimahi 385,(367) Alun-Alun Majalengka 458,59.88
(282) Universitas Purwakarta 112,(466) RS Lembang 94,101.24
(483) Hotel Majalengka 388,(178) Wisata Purwakarta 397,82.22
(255) Wisata Cianjur 420,(254) Wisata Cirebon 394,35.16
(462) Universitas Bandung 207,(93) Alun-Alun Rancaekek 457,116.25
(54) RS Cirebon 46,(103) Wisata Rancaekek 120,84.76
(337) Hotel Cirebon 158,(137) RS Bandung 268,124.48
(279) Terminal Garut 209,(309) Mall Kuningan 309,41.51
(133) Terminal Cianjur 391,(127) Wisata Bandung 291,18.31
(386) Bandung Indah Plaza,(178) Wisata Purwakarta 397,139.74
(75) Alun-Alun Bandung 119,(268) Mall Kuningan 339,17.23
(50) Wisata Rancaekek 5,(94) Universitas Indramayu 242,132.86
(263) Mall Cianjur 65,(8) Alun-Alun Soreang 115,86.52
(71) Museum Asia Afrika,(111) Institut Teknologi Bandung,119.82
(384) Alun-Alun Purwakarta 84,(36) Wisata Bandung 404,126.97
(43) Mall Bandung 330,(305) Alun-Alun Garut 88,93.53
(105) Hotel Sumedang 228,(291) Alun-Alun Tasikmalaya 37,139.84
(171) Alun-Alun Tasikmalaya 325,(299) Stasiun Rancaekek 98,27.03
(375) Mall Purwakarta 331,(495) Alun-Alun Kuningan 314,49.69
(377) Hotel Sumedang 432,(290) Terminal Garut 190,56.0
(321) Museum Geologi,(336) Wisata Lembang 78,114.33
(194) Alun-Alun Cimahi 385,(385) Wisata Lembang 114,49.58
(418) RS Rancaekek 411,(170) Wisata Sumedang 448,106.53
(283) Mall Cimahi 300,(340) Stasiun Tasikmalaya 370,121.51
(354) Terminal Cicaheum,(140) Universitas Soreang 450,40.1
(205) Alun-Alun Garut 413,(402) Terminal Bandung 41,23.02
(240) Wisata Cianjur 8,(140) Universitas Soreang 450,109.62
(340) Stasiun Tasikmalaya 370,(9) Terminal Subang 155,48.79
(10) RS Lembang 429,(362) Universitas Padjadjaran,42.2
(339) Universitas Majalengka 149,(318) RS Indramayu 4,19.42
(281) Stasiun Kuningan 381,(109) Terminal Cirebon 225,77.21
(193) Stasiun Tasikmalaya 376,(14) Masjid Raya Bandung,149.88
(490) Universitas Tasikmalaya 71,(454) Terminal Bandung 216,146.57
(390) Hotel Indramayu 347,(300) Mall Rancaekek 246,3.19
(395) Stasiun Indramayu 439,(194) Alun-Alun Cimahi 385,38.98
(387) Hotel Cianjur 224,(13) Kebun Binatang Bandung,140.43
(49) Hotel Kuningan 105,(2) Stasiun Soreang 102,137.33
(319) Alun-Alun Garut 430,(321) Museum Geologi,45.98
(261) Hotel Lembang 247,(184) Alun-Alun Bandung 113,31.45
(395) Stasiun Indramayu 439,(289) RS Al Islam,149.01
(232) Mall Purwakarta 159,(462) Universitas Bandung 207,145.35
(402) Terminal Bandung 41,(383) Hotel Majalengka 383,24.22
(109) Terminal Cirebon 225,(432) Stasiun Lembang 424,14.51
(399) RS Purwakarta 75,(67) Mall Majalengka 179,39.16
(220) RS Santosa Bandung,(495) Alun-Alun Kuningan 314,118.81
(211) Hotel Rancaekek 55,(141) Wisata Sumedang 428,33.17
(285) Stasiun Indramayu 157,(225) Hotel Kuningan 144,67.32
(478) RS Lembang 256,(238) Wisata Majalengka 138,149.15
(144) Tahura Djuanda,(88) Hotel Cimahi 13,144.06
(43) Mall Bandung 330,(455) Wisata Sumedang 361,42.56
(460) Universitas Soreang 367,(261) Hotel Lembang 247,138.53
(457) Hotel Kuningan 183,(247) Stasiun Cimahi 210,118.34
(492) Mall Lembang 290,(189) Alun-Alun Lembang 357,67.51
(19) RS Subang 28,(315) Hotel Rancaekek 273,135.29
(26) Paskal Hyper Square,(450) Terminal Soreang 219,20.02
(267) Hotel Cirebon 3,(150) Stasiun Cianjur 303,99.13
(7) RS Kuningan 109,(100) Hotel Subang 396,104.41
(156) Mall Lembang 39,(200) RS Majalengka 142,91.29
(76) Paris Van Java,(15) Alun-Alun Garut 101,34.66
(473) Stasiun Lembang 81,(67) Mall Majalengka 179,19.49
(321) Museum Geologi,(97) Stasiun Majalengka 174,89.32
(5) Hotel Purwakarta 163,(153) Terminal Rancaekek 327,108.5
(340) Stasiun Tasikmalaya 370,(452) RS Tasikmalaya 433,55.64
(291) Alun-Alun Tasikmalaya 37,(413) Terminal Cianjur 326,135.49
(221) Terminal Tasikmalaya 143,(318) RS Indramayu 4,119.64
(446) Lapangan Tegalega,(477) Terminal Majalengka 15,41.45
(397) Terminal Indramayu 249,(82) Terminal Lembang 278,133.98
(104) Universitas Lembang 294,(167) RS Soreang 139,32.83
(0) Hotel Sumedang 156,(332) Universitas Kuningan 122,54.09
(395) Stasiun Indramayu 439,(447) Universitas Cimahi 265,91.72
(59) Hotel Sumedang 186,(338) Dago Dreampark,97.49
(75) Alun-Alun Bandung 119,(18) Alun-Alun Purwakarta 315,39.52
(20) Mall Purwakarta 198,(467) Alun-Alun Indramayu 117,73.74
(37) Stasiun Kiaracondong,(234) Trans Studio Bandung,132.09
(93) Alun-Alun Rancaekek 457,(484) Hotel Cianjur 321,76.04
(255) Wisata Cianjur 420,(55) RS Soreang 111,95.65
(25) Hotel Subang 250,(126) Mall Lembang 438,61.97
(268) Mall Kuningan 339,(179) RS Tasikmalaya 208,37.94
(481) RS Garut 254,(145) RS Garut 431,144.31
(302) Universitas Cimahi 147,(79) Stasiun Purwakarta 220,101.41
(390) Hotel Indramayu 347,(101) Alun-Alun Majalengka 307,96.89
(480) Terminal Soreang 402,(189) Alun-Alun Lembang 357,65.47
(78) Hotel Cirebon 11,(308) Mall Indramayu 164,85.53
(76) Paris Van Java,(242) Terminal Tasikmalaya 280,3.46
(462) Universitas Bandung 207,(433) RS Cimahi 50,53.44
(480) Terminal Soreang 402,(464) RS Tasikmalaya 151,81.25
(334) Wisata Cianjur 274,(345) Mall Rancaekek 104,10.18
(492) Mall Lembang 290,(244) Mall Bandung 353,145.27
(225) Hotel Kuningan 144,(14) Masjid Raya Bandung,73.97
(242) Terminal Tasikmalaya 280,(202) Mall Indramayu 146,79.92
(252) Cihampelas Walk,(468) Metro Indah Mall,119.24
(282) Universitas Purwakarta 112,(306) Hotel Tasikmalaya 178,46.67
(497) Stasiun Soreang 387,(454) Terminal Bandung 216,48.74
(157) Universitas Soreang 410,(384) Alun-Alun Purwakarta 84,41.09
(274) Hotel Subang 260,(216) Terminal Indramayu 426,96.94
(348) Stasiun Soreang 223,(117) Hotel Kuningan 285,31.1
(30) Universitas Tasikmalaya 33,(162) Terminal Cimahi 197,82.93
(179) RS Tasikmalaya 208,(335) Hotel Tasikmalaya 263,127.71
(64) Alun-Alun Indramayu 72,(117) Hotel Kuningan 285,109.36
(418) RS Rancaekek 411,(296) Hotel Lembang 364,33.37
(239) Terminal Tasikmalaya 405,(228) Alun-Alun Cimahi 401,127.94
(230) Stasiun Cimahi 214,(379) Wisata Garut 205,21.66
(239) Terminal Tasikmalaya 405,(476) Stasiun Cimahi 167,15.64
(309) Mall Kuningan 309,(164) RS Tasikmalaya 399,78.06
(244) Mall Bandung 353,(233) Mall Rancaekek 324,1.62
(107) RS Cianjur 414,(106) Wisata Sumedang 73,102.63
(400) Hotel Garut 244,(206) Terminal Lembang 129,50.16
(169) Terminal Cianjur 171,(92) Alun-Alun Soreang 456,34.88
(421) Universitas Majalengka 99,(198) Terminal Indramayu 93,106.86
(358) Alun-Alun Rancaekek 192,(330) Mall Cirebon 459,59.43
(11) Alun-Alun Majalengka 57,(10) RS Lembang 429,55.51
(335) Hotel Tasikmalaya 263,(393) Stasiun Rancaekek 90,4.37
(498) RS Bandung 172,(68) Terminal Purwakarta 455,44.83
(191) Hotel Subang 305,(177) Mall Bandung 134,132.6
(133) Terminal Cianjur 391,(326) Alun-Alun Rancaekek 297,16.02
(297) Wisata Soreang 340,(450) Terminal Soreang 219,102.1
(36) Wisata Bandung 404,(341) RS Garut 116,6.04
(422) Mall Soreang 153,(100) Hotel Subang 396,1.81
(100) Hotel Subang 396,(387) Hotel Cianjur 224,85.96
(304) Kiara Artha Park,(109) Terminal Cirebon 225,91.07
(95) Wisata Rancaekek 213,(389) Alun-Alun Rancaekek 131,49.02
(125) RS Rancaekek 310,(55) RS Soreang 111,39.42
(294) Universitas Bandung 390,(58) Mall Purwakarta 419,70.55
(387) Hotel Cianjur 224,(184) Alun-Alun Bandung 113,17.75
(185) Terminal Cirebon 189,(415) Wisata Subang 306,114.34
(311) Hotel Cianjur 36,(458) Stasiun Sumedang 188,145.4
(471) Stasiun Bandung 185,(194) Alun-Alun Cimahi 385,103.18
(429) Terminal Cianjur 19,(145) RS Garut 431,96.01
(201) Universitas Purwakarta 406,(373) Wisata Lembang 255,73.66
(388) Terminal Tasikmalaya 181,(394) Universitas Majalengka 150,108.7
(398) Wisata Tasikmalaya 137,(376) Universitas Soreang 360,131.64
(2) Stasiun Soreang 102,(455) Wisata Sumedang 361,129.92
(277) Terminal Lembang 108,(166) Wisata Soreang 415,87.92
(29) Hotel Garut 16,(327) Stasiun Cianjur 382,6.53
(47) Stasiun Kuningan 128,(306) Hotel Tasikmalaya 178,96.06
(481) RS Garut 254,(119) Hotel Bandung 45,139.54
(9) Terminal Subang 155,(346) Wisata Lembang 74,137.63
(130) Mall Cianjur 276,(404) Terminal Kuningan 136,16.77
(345) Mall Rancaekek 104,(233) Mall Rancaekek 324,9.51
(54) RS Cirebon 46,(259) Stasiun Majalengka 245,124.66
(481) RS Garut 254,(416) Hotel Purwakarta 257,125.19
(108) Saung Angklung Udjo,(59) Hotel Sumedang 186,18.77
(292) Hotel Indramayu 251,(250) Alun-Alun Cirebon 409,29.36
(426) Wisata Cianjur 373,(190) Universitas Cimahi 169,72.37
(354) Terminal Cicaheum,(33) Stasiun Kuningan 69,65.46
(225) Hotel Kuningan 144,(485) Alun-Alun Indramayu 365,41.45
(69) Hotel Cirebon 277,(356) RS Rancaekek 416,87.61
(210) Bandung Trade Centre,(45) Universitas Kuningan 313,1.82
(231) Mall Bandung 408,(386) Bandung Indah Plaza,119.85
(364) Alun-Alun Cianjur 301,(458) Stasiun Sumedang 188,102.13
(277) Terminal Lembang 108,(431) RS Bandung 193,86.7
(192) Wisata Cirebon 2,(489) Terminal Subang 53,91.63
(271) RS Lembang 235,(389) Alun-Alun Rancaekek 131,107.83
(125) RS Rancaekek 310,(361) Stasiun Tasikmalaya 267,74.18
(416) Hotel Purwakarta 257,(414) Alun-Alun Cimahi 124,2.67
(157) Universitas Soreang 410,(110) RS Kuningan 14,13.31
(69) Hotel Cirebon 277,(59) Hotel Sumedang 186,27.38
(48) Mall Soreang 299,(216) Terminal Indramayu 426,70.94
(417) Alun-Alun Subang 375,(220) RS Santosa Bandung,63.89
(354) Terminal Cicaheum,(358) Alun-Alun Rancaekek 192,131.11
(320) Terminal Bandung 175,(236) Terminal Lembang 173,130.55
(258) Mall Purwakarta 262,(19) RS Subang 28,11.75
(336) Wisata Lembang 78,(34) Hotel Lembang 7,89.33
(161) Stasiun Cianjur 63,(422) Mall Soreang 153,38.18
(164) RS Tasikmalaya 399,(181) Alun-Alun Cimahi 206,132.91
(410) Hotel Kuningan 304,(145) RS Garut 431,81.29
(74) Terminal Soreang 27,(386) Bandung Indah Plaza,41.52
(181) Alun-Alun Cimahi 206,(63) Alun-Alun Majalengka 454,27.23
(475) RS Cianjur 77,(340) Stasiun Tasikmalaya 370,101.18
(183) Alun-Alun Bandung 127,(377) Hotel Sumedang 432,138.81
(141) Wisata Sumedang 428,(404) Terminal Kuningan 136,76.44
(58) Mall Purwakarta 419,(412) RS Majalengka 227,17.2
(494) RS Hermina,(186) Hotel Subang 54,9.51
(58) Mall Purwakarta 419,(250) Alun-Alun Cirebon 409,141.53
(48) Mall Soreang 299,(346) Wisata Lembang 74,85.31
(237) Alun-Alun Sumedang 123,(377) Hotel Sumedang 432,41.83
(100) Hotel Subang 396,(367) Alun-Alun Majalengka 458,132.88
(459) RS Garut 226,(229) Mall Cimahi 47,112.86
(164) RS Tasikmalaya 399,(362) Universitas Padjadjaran,141.53
(472) Teras Cikapundung,(279) Terminal Garut 209,121.17
(478) RS Lembang 256,(138) Stasiun Soreang 253,74.58
(310) Alun-Alun Bandung,(457) Hotel Kuningan 183,68.94
(174) Wisata Majalengka 302,(381) Stasiun Cirebon 358,102.83
(424) Hotel Garut 237,(1) Universitas Rancaekek 20,9.52
(304) Kiara Artha Park,(175) Mall Bandung 345,19.2
(290) Terminal Garut 190,(91) Mall Cianjur 289,103.36
(230) Stasiun Cimahi 214,(162) Terminal Cimahi 197,20.21
(160) Universitas Cimahi 110,(214) Universitas Kuningan 160,13.27
(112) Wisata Cirebon 76,(267) Hotel Cirebon 3,53.08
(356) RS Rancaekek 416,(160) Universitas Cimahi 110,29.85
(311) Hotel Cianjur 36,(367) Alun-Alun Majalengka 458,76.09
(227) Mall Purwakarta 204,(421) Universitas Majalengka 99,116.51
(280) Stasiun Rancaekek 393,(19) RS Subang 28,99.83
(129) Alun-Alun Garut 26,(240) Wisata Cianjur 8,50.27
(193) Stasiun Tasikmalaya 376,(131) Stasiun Soreang 200,120.63
(94) Universitas Indramayu 242,(460) Universitas Soreang 367,22.14
(436) Terminal Lembang 259,(251) Terminal Subang 85,19.2
(277) Terminal Lembang 108,(242) Terminal Tasikmalaya 280,73.92
(226) Alun-Alun Majalengka 61,(315) Hotel Rancaekek 273,41.36
(35) Alun-Alun Tasikmalaya 421,(13) Kebun Binatang Bandung,91.8
(96) RS Bandung 407,(399) RS Purwakarta 75,119.48
(161) Stasiun Cianjur 63,(58) Mall Purwakarta 419,59.03
(439) RS Bandung 212,(166) Wisata Soreang 415,109.68
(421) Universitas Majalengka 99,(206) Terminal Lembang 129,145.34
(353) Mall Sumedang 233,(56) Terminal Soreang 284,32.28
(429) Terminal Cianjur 19,(38) RS Lembang 441,135.42
(181) Alun-Alun Cimahi 206,(42) Mall Cianjur 389,75.24
(405) Universitas Telkom,(59) Hotel Sumedang 186,147.66
(354) Terminal Cicaheum,(89) Terminal Indramayu 248,21.88
(216) Terminal Indramayu 426,(490) Universitas Tasikmalaya 71,121.33
(217) Universitas Tasikmalaya 211,(437) Universitas Cimahi 12,143.01
(474) Universitas Cimahi 96,(383) Hotel Majalengka 383,87.66
(269) Wisata Cirebon 453,(83) Mall Tasikmalaya 95,78.52
(19) RS Subang 28,(278) Universitas Cianjur 435,65.15
(171) Alun-Alun Tasikmalaya 325,(325) Wisata Cirebon 351,82.89
(460) Universitas Soreang 367,(486) Mall Sumedang 184,4.3
(316) Terminal Cimahi 230,(329) Hotel Subang 440,80.66
(380) Hotel Purwakarta 317,(63) Alun-Alun Majalengka 454,14.88
(354) Terminal Cicaheum,(455) Wisata Sumedang 361,110.56
(163) Hotel Cianjur 338,(470) Stasiun Lembang 348,88.06
